datetime,open,high,low,close,volume
2015-01-02,26.222210306819264,26.334236289400085,25.97882972147197,26.014022827148438,28951268
2015-01-05,25.937191894961067,25.99023088784582,25.43159508343958,25.471744537353516,41196796
2015-01-06,25.527756931401218,25.586000659489585,24.836278093168957,24.881383895874023,57998800
2015-01-07,25.131207622241284,25.143302703865842,24.766880024812913,24.838754653930664,41301082
2015-01-08,24.684597955684886,24.956728782246618,24.33811431993723,24.91707420349121,67071641
2015-01-09,25.02017795237595,25.028107351488394,24.525980333182805,24.594385147094727,41427428
2015-01-12,24.533412547129785,24.5847659247843,24.167596522502024,24.41494369506836,46535413
2015-01-13,24.726728611416895,24.93194113387502,24.407011938249664,24.594877243041992,47409807
2015-01-14,24.519038863105987,24.944334864259087,24.437249639128865,24.827354431152344,44714427
2015-01-15,25.060323849189704,25.06577696937341,24.67319402986147,24.872955322265625,54316718
2015-01-16,24.78472449236488,25.190195094338197,24.784227719916743,25.184741973876953,45965854
2015-01-20,25.329484264526595,25.403835177010507,25.08243476201235,25.126253128051758,44640224
2015-01-21,25.143601992973828,25.73991098080713,25.091554648282564,25.67844581604004,45374234
2015-01-22,25.848959536144456,26.58505117924572,25.760729334483454,26.488887786865234,53538588
2015-01-23,26.5483713453408,26.874530903355588,26.419987898996922,26.764488220214844,45634948
2015-01-26,26.69410158389865,26.717398694813564,26.25492629933408,26.52953338623047,30874534
2015-01-27,26.269794883853795,26.305981532672384,25.685878699930655,25.70768928527832,38080263
2015-01-28,25.91340024805237,25.923809716996388,25.27991485595703,25.27991485595703,33676205
2015-01-29,25.32948393816249,25.33394351391311,24.843712514626496,25.31262969970703,83727244
2015-01-30,25.57038600337033,26.76052388911125,25.553531765144804,26.495332717895508,112127002
2015-02-02,26.357036500814985,26.419988189619453,25.70372383268849,26.195940017700195,56996054
2015-02-03,26.172146895179893,26.439816247521467,25.93719247522694,26.233612060546875,40773638
2015-02-04,26.233612051433656,26.403731975089162,25.838552792688123,25.91240882873535,33273101
2015-02-05,25.963463716061444,26.196931603389697,25.879196317525484,26.15132713317871,36995292
2015-02-06,26.15430456785514,26.628178137322795,26.093334275005734,26.32085418701172,35270570
2015-02-09,26.172143440080728,26.370418202059682,26.07399865587139,26.16371726989746,25355423
2015-02-10,26.236582226286192,26.652959046019927,26.11861015288416,26.615285873413086,34997823
2015-02-11,26.533995632454253,26.690137663857282,26.438725292322175,26.56720733642578,27555446
2015-02-12,26.630656091228207,27.005888054956976,26.502917308331845,26.912202835083008,32404724
2015-02-13,26.933024089744787,27.258192011892717,26.922117848232237,27.213581085205078,38006060
2015-02-17,27.10552146795479,27.26265325499293,26.820997879394653,26.907743453979492,32336537
2015-02-18,26.836365483618696,27.039099845009893,26.64354192258843,26.752098083496094,29061570
2015-02-19,26.669815285401057,26.921127180652988,26.668328760078122,26.909231185913086,19782163
2015-02-20,26.922115864478787,26.952849392929927,26.55877801988759,26.714920043945312,28887092
2015-02-23,26.57117169745751,26.59045481147272,26.242037192781133,26.36595916748047,29157834
2015-02-24,26.27128364721798,26.607854587348502,26.184539966953704,26.573156356811523,20101036
2015-02-25,26.56373444871769,27.07528109202089,26.5411806023394,26.95879554748535,36519991
2015-02-26,26.926081564951225,27.56700141663643,26.841319296444446,27.534284591674805,46230579
2015-02-27,27.472823377117432,27.99180459869573,27.40639996955429,27.679027557373047,48203982
2015-03-02,27.78460864967001,28.360593560386288,27.696376552324683,28.320444107055664,42592618
2015-03-03,28.276328622302362,28.52119573466773,28.081523660464953,28.434452056884766,34095352
2015-03-04,28.346715382802085,28.60645344086759,28.155382136294097,28.42106819152832,37536775
2015-03-05,28.502857001951767,28.646111402146524,28.423052964391417,28.518224716186523,27792094
2015-03-06,28.49591742563802,28.585141180175167,28.093421725409844,28.139272689819336,33182854
2015-03-09,28.09837421191838,28.2674038770577,27.933561424242914,28.197017669677734,21242161
2015-03-10,27.969002952082228,27.998742935495084,27.497110851870268,27.510990142822266,35846146
2015-03-11,27.51743367620255,27.666139285069335,27.296358560536824,27.321142196655273,36415706
2015-03-12,27.436637791154656,27.578401857229135,27.285452113348743,27.53577423095703,27792094
2015-03-13,27.436140684791667,27.6790263814099,26.976146472060318,27.12980842590332,34071287
2015-03-16,27.309741858218025,27.602196736284004,27.064377975805936,27.4862060546875,32819860
2015-03-17,27.34741326161278,27.451011170043586,27.163514554837352,27.304288864135742,36110871
2015-03-18,27.386572540574274,27.74743222426898,27.113946850231436,27.733552932739258,42690887
2015-03-19,27.72809931802423,27.797990650805573,27.56724932931423,27.65870475769043,23945563
2015-03-20,27.840123588095214,27.84359341070281,27.711245275275182,27.77617835998535,52337299
2015-03-23,27.779651145181663,27.87531776069386,27.551634493082755,27.69934844970703,32876014
2015-03-24,27.885232267314727,28.481541252864698,27.818315878177728,28.263439178466797,51665459
2015-03-25,28.27880727792724,28.36604772966242,27.695882699889196,27.69811248779297,43045859
2015-03-26,27.638876290275046,27.70381127673325,27.29487084182374,27.518922805786133,31452115
2015-03-27,27.411360059379348,27.52437580139735,27.169960861409006,27.180370330810547,37949906
2015-03-30,27.342953374304766,27.4346552948296,27.171942299621627,27.363277435302734,25750504
2015-03-31,27.262651529853184,27.49611940775248,27.10006663239266,27.163515090942383,31760961
2015-04-01,27.193254377286877,27.31915774627908,26.74218122171164,26.893861770629883,39261497
2015-04-02,26.809101451200476,26.809101451200476,26.46197316046422,26.54539680480957,34327989
2015-04-06,26.38132306360499,26.688152083478297,26.249966576339382,26.606611251831055,26488525
2015-04-07,26.671799186684776,26.900308850456902,26.568696139090353,26.61925506591797,26057345
2015-04-08,26.686668310139382,26.95780748297736,26.686668310139382,26.846773147583008,23570536
2015-04-09,26.81802059974582,26.863625067033382,26.543413523710978,26.80562973022461,31157308
2015-04-10,26.88047750442442,26.88047750442442,26.633627112878507,26.7674617767334,28189181
2015-04-13,26.6881530782381,26.968215176324634,26.633627562993798,26.7258243560791,32906096
2015-04-14,26.58108666252533,26.646516525629554,26.17670818987839,26.29061508178711,52082601
2015-04-15,26.206843658497913,26.505741401229518,25.93520962194962,26.396690368652344,46376979
2015-04-16,26.266325874714706,26.548371279577182,26.251951706876543,26.45964241027832,25997180
2015-04-17,26.20485849824437,26.26334870956387,25.82565998125791,25.976348876953125,43037837
2015-04-20,26.053182196926716,26.57315506506782,25.998656679601734,26.537961959838867,33585958
2015-04-21,26.64354163602701,26.736731978804965,26.45344653346359,26.46807098388672,36895018
2015-04-22,26.489383663627734,26.82050145714356,26.358027170300645,26.735490798950195,31871263
2015-04-23,26.816537587067835,27.310238398146822,26.778369535270382,27.11394691467285,83697161
2015-04-24,28.0607039364944,28.310529286136244,27.622023523438465,28.009153366088867,98650102
2015-04-27,28.003045428858417,28.130289328615632,27.496555588112066,27.604413986206055,47960000
2015-04-28,27.56813296321027,27.63672548740218,27.355694467992844,27.520416259765625,29820000
2015-04-29,27.360862131654248,27.520413301080623,27.183664164516088,27.291772842407227,33976000
2015-04-30,27.231630108846478,27.26741858175145,26.594418955880723,26.708242416381836,41644000
2015-05-01,26.76242047586467,26.817592557449494,26.447790958305355,26.7360782623291,35364000
2015-05-04,26.767390303694416,27.042753921771414,26.59491546306619,26.87922477722168,26160000
2015-05-05,26.75148426079311,26.827532158292627,26.36284514763672,26.383174896240234,27662000
2015-05-06,26.405045696690262,26.46170809552617,25.900296425946365,26.056119918823242,31340000
2015-05-07,26.04468610464985,26.515389388123417,25.933348398837715,26.378204345703125,30926000
2015-05-08,26.67394674591017,26.897617596212772,26.094888293481787,26.751981735229492,30552000
2015-05-11,26.75943642314655,26.938869858496695,26.611813486611517,26.626724243164062,18106000
2015-05-12,26.422940171477663,26.502914854509598,26.107813868217164,26.295696258544922,32684000
2015-05-13,26.371247095903552,26.558236431298884,26.276560743061076,26.324525833129883,25046000
2015-05-14,26.530794534224185,26.790750610012946,26.46319746009,26.760927200317383,28078000
2015-05-15,26.7996985915541,26.80437052796187,26.362298025767245,26.534772872924805,39426000
2015-05-18,26.443319167734742,26.58298808093385,26.28625184086896,26.457733154296875,40068000
2015-05-19,26.54123414959911,26.873262064773833,26.494512890424634,26.70923614501953,39338000
2015-05-20,26.765401501066293,26.985593042547087,26.491131918127017,26.804170608520508,28616000
2015-05-21,26.738562293399905,27.03132244759238,26.640645025712054,26.9652156829834,29254000
2015-05-22,26.847911467232922,27.048717508702758,26.816100965866244,26.845924377441406,23524000
2015-05-26,26.747012272360465,26.79075289776687,26.337446132858904,26.458724975585938,48130000
2015-05-27,26.482583541643404,26.867794561242082,26.428406902001182,26.830018997192383,30500000
2015-05-28,26.74154315864002,26.87077604496058,26.654063806602526,26.82952117919922,20596000
2015-05-29,26.70973246190675,26.772359918755583,26.415482010774028,26.448286056518555,51948000
2015-06-01,26.6809049053032,26.6809049053032,26.33148237066232,26.541730880737305,38086000
2015-06-02,26.48904633564339,26.98957115537969,26.409519128879975,26.799699783325195,38780000
2015-06-03,26.835983192896677,27.01442120135077,26.696809168536213,26.855863571166992,34340000
2015-06-04,26.729119875544804,26.86978232925763,26.55813534004059,26.67643165588379,26966000
2015-06-05,26.659033199665917,26.70128350603218,26.468665071071058,26.508926391601562,27764000
2015-06-08,26.50793310394881,26.54819252879197,26.15652158589994,26.18584632873535,30412000
2015-06-09,26.22213026307705,26.303644549654695,25.99597367109652,26.17888641357422,29106000
